Sample.Name,Pop,C1,C2,C3,C4,C5
ZFONF120,ZFONF1,0.004,0.976,0.004,0.012,0.003
ZFONF121,ZFONF1,0.004,0.982,0.003,0.006,0.005
ZFONF122,ZFONF1,0.006,0.957,0.005,0.028,0.004
ZFONF123,ZFONF1,0.014,0.964,0.009,0.006,0.007
ZFONF124,ZFONF1,0.005,0.979,0.003,0.008,0.005
ZFONF125,ZFONF1,0.016,0.949,0.011,0.016,0.007
ZFONF126,ZFONF1,0.005,0.977,0.003,0.011,0.004
NA,NA,0,0,0,0,0
ZFONF201,ZFONF2,0.134,0.762,0.008,0.084,0.012
ZFONF202,ZFONF2,0.003,0.983,0.002,0.008,0.004
ZFONF203,ZFONF2,0.006,0.98,0.002,0.008,0.003
ZFONF204,ZFONF2,0.044,0.784,0.004,0.161,0.008
ZFONF206,ZFONF2,0.188,0.785,0.004,0.017,0.006
ZFONF207,ZFONF2,0.006,0.978,0.003,0.009,0.004
ZFONF208,ZFONF2,0.007,0.974,0.002,0.013,0.004
ZFONF209,ZFONF2,0.022,0.758,0.004,0.209,0.007
ZFONF210,ZFONF2,0.003,0.88,0.006,0.011,0.1
ZFONF211,ZFONF2,0.004,0.976,0.003,0.014,0.004
ZFONF212,ZFONF2,0.003,0.914,0.008,0.004,0.072
ZFONF214,ZFONF2,0.004,0.981,0.003,0.008,0.004
ZFONF215,ZFONF2,0.003,0.986,0.002,0.006,0.004
ZFONF216,ZFONF2,0.003,0.984,0.002,0.008,0.003
ZFONF217,ZFONF2,0.004,0.982,0.002,0.008,0.004
ZFONF218,ZFONF2,0.012,0.975,0.005,0.005,0.004
ZFONF219,ZFONF2,0.003,0.988,0.002,0.004,0.003
ZFONF220,ZFONF2,0.004,0.98,0.002,0.009,0.005
ZFONF222,ZFONF2,0.007,0.974,0.006,0.01,0.004
ZFONF223,ZFONF2,0.008,0.977,0.006,0.004,0.004
ZFONF224,ZFONF2,0.004,0.985,0.002,0.006,0.004
ZFONF225,ZFONF2,0.002,0.987,0.002,0.005,0.003
ZFONF226,ZFONF2,0.003,0.983,0.002,0.008,0.003
ZFONF227,ZFONF2,0.003,0.987,0.002,0.006,0.003
ZFONF228,ZFONF2,0.003,0.987,0.002,0.005,0.003
ZFONF230,ZFONF2,0.003,0.986,0.002,0.005,0.004
ZFONF231,ZFONF2,0.003,0.974,0.002,0.016,0.004
ZFONF232,ZFONF2,0.003,0.988,0.002,0.004,0.003
ZFONF233,ZFONF2,0.004,0.981,0.002,0.01,0.003
ZFONF234,ZFONF2,0.005,0.959,0.023,0.009,0.004
ZFONF235,ZFONF2,0.003,0.981,0.002,0.01,0.004
ZFONF236,ZFONF2,0.037,0.873,0.003,0.073,0.013
ZFONF238,ZFONF2,0.005,0.984,0.002,0.006,0.004
ZFONF239,ZFONF2,0.041,0.875,0.003,0.071,0.011
ZFONF240,ZFONF2,0.002,0.979,0.002,0.013,0.004
ZFONF241,ZFONF2,0.009,0.981,0.002,0.005,0.003
ZFONF242,ZFONF2,0.004,0.981,0.002,0.009,0.004
ZFONF243,ZFONF2,0.003,0.981,0.002,0.011,0.003
ZFONF244,ZFONF2,0.003,0.984,0.002,0.007,0.003
ZFONF245,ZFONF2,0.003,0.982,0.002,0.01,0.004
NA,NA,0,0,0,0,0
ZFOS01,ZFO,0.005,0.026,0.002,0.962,0.004
ZFOS02,ZFO,0.028,0.029,0.005,0.919,0.019
ZFOS03,ZFO,0.033,0.013,0.136,0.795,0.023
ZFOS04,ZFO,0.013,0.046,0.009,0.922,0.009
ZFOS05,ZFO,0.006,0.025,0.003,0.961,0.005
ZFOS06,ZFO,0.008,0.013,0.004,0.97,0.006
ZFOS07,ZFO,0.018,0.007,0.009,0.964,0.003
ZFOS08,ZFO,0.015,0.013,0.011,0.958,0.004
ZFOS09,ZFO,0.049,0.088,0.017,0.755,0.09
ZFOS10,ZFO,0.046,0.003,0.01,0.903,0.037
ZFOS11,ZFO,0.061,0.017,0.003,0.914,0.004
ZFOS12,ZFO,0.348,0.032,0.007,0.609,0.005
ZFOS13,ZFO,0.017,0.015,0.011,0.954,0.004
ZFOS14,ZFO,0.032,0.011,0.023,0.794,0.141
ZFOS15,ZFO,0.007,0.004,0.004,0.983,0.003
ZFOS16,ZFO,0.015,0.023,0.005,0.928,0.029
ZFOS17,ZFO,0.013,0.005,0.004,0.964,0.014
ZFOS18,ZFO,0.012,0.004,0.005,0.967,0.012
ZFOS19,ZFO,0.009,0.005,0.004,0.98,0.003
ZFOS20,ZFO,0.012,0.006,0.005,0.961,0.016
ZFOS21,ZFO,0.008,0.014,0.002,0.97,0.005
ZFOS22,ZFO,0.006,0.009,0.003,0.978,0.003
ZFOS23,ZFO,0.125,0.003,0.106,0.678,0.088
ZFOS24,ZFO,0.005,0.003,0.002,0.986,0.003
ZFOS25,ZFO,0.006,0.027,0.005,0.957,0.005
ZFOS26,ZFO,0.009,0.122,0.006,0.856,0.008
ZFOS27,ZFO,0.007,0.02,0.003,0.963,0.007
ZFOS28,ZFO,0.027,0.008,0.005,0.939,0.021
ZFOS29,ZFO,0.014,0.008,0.007,0.949,0.022
ZFOS30,ZFO,0.01,0.013,0.002,0.97,0.004
ZFOS31,ZFO,0.034,0.073,0.022,0.818,0.053
ZFOS32,ZFO,0.012,0.017,0.01,0.931,0.031
NA,NA,0,0,0,0,0
ZFPB01,ZFBP,0.97,0.004,0.014,0.005,0.006
ZFPB02,ZFBP,0.938,0.012,0.027,0.006,0.017
ZFPB03,ZFBP,0.887,0.017,0.031,0.049,0.017
ZFPB04,ZFBP,0.922,0.008,0.054,0.006,0.01
ZFPB05,ZFBP,0.939,0.008,0.038,0.005,0.009
ZFPB06,ZFBP,0.957,0.005,0.021,0.01,0.007
ZFPB07,ZFBP,0.923,0.015,0.04,0.005,0.017
ZFPB08,ZFBP,0.929,0.011,0.032,0.012,0.016
ZFPB10,ZFBP,0.946,0.005,0.035,0.009,0.005
ZFPB11,ZFBP,0.955,0.005,0.027,0.006,0.007
ZFPB12,ZFBP,0.958,0.005,0.022,0.008,0.007
ZFPB13,ZFBP,0.946,0.009,0.025,0.006,0.014
ZFPB14,ZFBP,0.942,0.014,0.02,0.005,0.019
ZFPB15,ZFBP,0.916,0.019,0.03,0.011,0.025
ZFPB17,ZFBP,0.961,0.004,0.025,0.005,0.005
ZFPB18,ZFBP,0.952,0.008,0.025,0.005,0.01
ZFPB19,ZFBP,0.955,0.007,0.017,0.01,0.011
ZFPB20,ZFBP,0.912,0.005,0.072,0.005,0.006
ZFPB21,ZFBP,0.89,0.015,0.068,0.009,0.019
ZFPB22,ZFBP,0.905,0.004,0.081,0.006,0.004
ZFPB23,ZFBP,0.957,0.007,0.022,0.005,0.009
NA,NA,0,0,0,0,0
ZFSF01,ZFSF,0.944,0.004,0.029,0.008,0.015
ZFSF02,ZFSF,0.847,0.028,0.062,0.035,0.028
ZFSF03,ZFSF,0.94,0.005,0.045,0.005,0.006
ZFSF04,ZFSF,0.971,0.007,0.007,0.009,0.006
NA,NA,0,0,0,0,0
ZFSW101,ZFSW1,0.835,0.108,0.04,0.01,0.008
ZFSW102,ZFSW1,0.974,0.008,0.006,0.009,0.003
ZFSW103,ZFSW1,0.924,0.04,0.009,0.018,0.008
ZFSW104,ZFSW1,0.931,0.011,0.043,0.01,0.005
ZFSW105,ZFSW1,0.88,0.082,0.014,0.011,0.013
ZFSW106,ZFSW1,0.943,0.033,0.006,0.012,0.007
ZFSW107,ZFSW1,0.977,0.007,0.008,0.005,0.003
ZFSW108,ZFSW1,0.983,0.003,0.004,0.006,0.003
ZFSW109,ZFSW1,0.957,0.01,0.005,0.016,0.013
ZFSW110,ZFSW1,0.938,0.035,0.008,0.012,0.007
ZFSW111,ZFSW1,0.818,0.14,0.008,0.024,0.011
ZFSW112,ZFSW1,0.786,0.035,0.006,0.167,0.006
ZFSW113,ZFSW1,0.92,0.047,0.013,0.014,0.006
ZFSW114,ZFSW1,0.968,0.012,0.006,0.009,0.005
ZFSW115,ZFSW1,0.975,0.009,0.007,0.007,0.003
ZFSW116,ZFSW1,0.943,0.03,0.015,0.009,0.004
ZFSW117,ZFSW1,0.906,0.055,0.018,0.017,0.004
ZFSW119,ZFSW1,0.98,0.004,0.003,0.009,0.004
ZFSW120,ZFSW1,0.979,0.002,0.007,0.004,0.007
ZFSW121,ZFSW1,0.975,0.01,0.003,0.007,0.005
ZFSW122,ZFSW1,0.956,0.014,0.008,0.013,0.009
ZFSW123,ZFSW1,0.981,0.005,0.007,0.005,0.003
ZFSW124,ZFSW1,0.973,0.005,0.007,0.01,0.005
NA,NA,0,0,0,0,0
ZFSW201,ZFSW2,0.981,0.004,0.004,0.007,0.003
ZFSW202,ZFSW2,0.98,0.005,0.004,0.007,0.004
ZFSW203,ZFSW2,0.98,0.004,0.004,0.008,0.004
ZFSW204,ZFSW2,0.978,0.005,0.004,0.01,0.004
ZFSW205,ZFSW2,0.977,0.006,0.006,0.006,0.004
ZFSW206,ZFSW2,0.981,0.005,0.003,0.006,0.004
ZFSW207,ZFSW2,0.969,0.012,0.004,0.01,0.005
ZFSW208,ZFSW2,0.98,0.006,0.003,0.007,0.003
ZFSW209,ZFSW2,0.982,0.005,0.003,0.006,0.004
ZFSW210,ZFSW2,0.937,0.027,0.004,0.026,0.006
ZFSW211,ZFSW2,0.976,0.007,0.004,0.01,0.004
ZFSW212,ZFSW2,0.976,0.007,0.003,0.011,0.003
ZFSW213,ZFSW2,0.976,0.006,0.003,0.012,0.003
ZFSW214,ZFSW2,0.971,0.007,0.003,0.015,0.004
ZFSW215,ZFSW2,0.976,0.006,0.006,0.008,0.004
ZFSW216,ZFSW2,0.975,0.007,0.003,0.011,0.003
ZFSW217,ZFSW2,0.977,0.005,0.004,0.01,0.005
ZFSW218,ZFSW2,0.977,0.007,0.003,0.009,0.003
ZFSW219,ZFSW2,0.974,0.006,0.004,0.012,0.003
ZFSW220,ZFSW2,0.981,0.005,0.004,0.007,0.004
ZFSW221,ZFSW2,0.975,0.007,0.004,0.011,0.004
ZFSW222,ZFSW2,0.984,0.004,0.003,0.004,0.004
ZFSW223,ZFSW2,0.982,0.005,0.004,0.006,0.004
ZFSW224,ZFSW2,0.976,0.007,0.004,0.009,0.003
ZFSW225,ZFSW2,0.979,0.006,0.004,0.009,0.003
ZFSW226,ZFSW2,0.977,0.007,0.004,0.008,0.005
ZFSW227,ZFSW2,0.979,0.005,0.004,0.008,0.004
ZFSW229,ZFSW2,0.981,0.005,0.004,0.006,0.004
ZFSW230,ZFSW2,0.973,0.013,0.003,0.008,0.004
ZFSW231,ZFSW2,0.98,0.005,0.004,0.007,0.005
ZFSW232,ZFSW2,0.98,0.006,0.006,0.005,0.004
ZFSW233,ZFSW2,0.977,0.006,0.005,0.006,0.006
ZFSW234,ZFSW2,0.983,0.004,0.004,0.006,0.003
ZFSW235,ZFSW2,0.975,0.007,0.003,0.012,0.003
ZFSW236,ZFSW2,0.978,0.006,0.003,0.01,0.003
ZFSW237,ZFSW2,0.972,0.006,0.003,0.015,0.004
ZFSW238,ZFSW2,0.978,0.007,0.003,0.01,0.003
ZFSW239,ZFSW2,0.98,0.008,0.003,0.005,0.004
ZFSW240,ZFSW2,0.981,0.004,0.004,0.006,0.005
NA,NA,0,0,0,0,0
ZFTS01,ZFTS,0.977,0.004,0.013,0.003,0.003
ZFTS02,ZFTS,0.981,0.006,0.006,0.005,0.003
ZFTS03,ZFTS,0.982,0.004,0.006,0.005,0.003
ZFTS04,ZFTS,0.982,0.003,0.007,0.004,0.003
ZFTS05,ZFTS,0.983,0.004,0.005,0.005,0.002
ZFTS07,ZFTS,0.98,0.003,0.011,0.003,0.003
ZFTS08,ZFTS,0.984,0.003,0.007,0.004,0.003
ZFTS09,ZFTS,0.985,0.002,0.007,0.003,0.003
ZFTS10,ZFTS,0.98,0.004,0.01,0.005,0.002
ZFTS11,ZFTS,0.983,0.003,0.007,0.004,0.003
ZFTS12,ZFTS,0.982,0.003,0.006,0.006,0.002
ZFTS14,ZFTS,0.983,0.004,0.007,0.004,0.002
ZFTS15,ZFTS,0.981,0.005,0.007,0.004,0.003
ZFTS16,ZFTS,0.978,0.006,0.007,0.006,0.003
ZFTS17,ZFTS,0.968,0.004,0.017,0.006,0.005
ZFTS18,ZFTS,0.985,0.003,0.005,0.005,0.002
ZFTS19,ZFTS,0.98,0.003,0.008,0.005,0.005
ZFTS20,ZFTS,0.982,0.003,0.007,0.005,0.003
ZFTS21,ZFTS,0.983,0.003,0.008,0.004,0.003
ZFTS22,ZFTS,0.984,0.003,0.007,0.004,0.002
ZFTS23,ZFTS,0.98,0.005,0.007,0.005,0.003
ZFTS24,ZFTS,0.982,0.003,0.006,0.006,0.003
ZFTS25,ZFTS,0.982,0.005,0.007,0.003,0.003
ZFTS26,ZFTS,0.984,0.003,0.005,0.004,0.003
ZFTS27,ZFTS,0.978,0.005,0.008,0.004,0.005
ZFTS28,ZFTS,0.972,0.01,0.005,0.008,0.005
ZFTS29,ZFTS,0.979,0.002,0.011,0.004,0.003
ZFTS30,ZFTS,0.983,0.003,0.007,0.004,0.003
ZFTS31,ZFTS,0.982,0.004,0.005,0.006,0.003
ZFTS32,ZFTS,0.985,0.004,0.005,0.004,0.003
ZFTS33,ZFTS,0.982,0.005,0.005,0.005,0.003
ZFTS34,ZFTS,0.98,0.005,0.007,0.004,0.005
ZFTS35,ZFTS,0.984,0.004,0.005,0.005,0.002
ZFTS36,ZFTS,0.982,0.004,0.007,0.004,0.002
ZFTS37,ZFTS,0.984,0.004,0.004,0.005,0.003
ZFTS38,ZFTS,0.982,0.004,0.006,0.005,0.003
ZFTS39,ZFTS,0.982,0.004,0.006,0.005,0.003
ZFTS40,ZFTS,0.976,0.01,0.006,0.006,0.002
NA,NA,0,0,0,0,0
ZFTSP101,ZFTSP1,0.004,0.92,0.003,0.068,0.005
ZFTSP102,ZFTSP1,0.007,0.037,0.003,0.949,0.004
ZFTSP103,ZFTSP1,0.004,0.027,0.003,0.962,0.004
ZFTSP104,ZFTSP1,0.003,0.984,0.002,0.005,0.005
ZFTSP105,ZFTSP1,0.006,0.264,0.003,0.721,0.006
ZFTSP106,ZFTSP1,0.005,0.978,0.003,0.008,0.005
ZFTSP107,ZFTSP1,0.005,0.879,0.003,0.108,0.005
ZFTSP108,ZFTSP1,0.005,0.959,0.003,0.028,0.005
ZFTSP109,ZFTSP1,0.006,0.971,0.004,0.014,0.006
ZFTSP110,ZFTSP1,0.005,0.972,0.003,0.014,0.007
ZFTSP111,ZFTSP1,0.004,0.97,0.003,0.019,0.004
ZFTSP112,ZFTSP1,0.005,0.918,0.004,0.068,0.005
ZFTSP113,ZFTSP1,0.006,0.974,0.004,0.011,0.005
ZFTSP114,ZFTSP1,0.004,0.955,0.003,0.033,0.004
ZFTSP115,ZFTSP1,0.004,0.956,0.002,0.033,0.004
ZFTSP116,ZFTSP1,0.005,0.907,0.003,0.08,0.005
ZFTSP117,ZFTSP1,0.003,0.981,0.003,0.008,0.005
ZFTSP118,ZFTSP1,0.005,0.893,0.004,0.094,0.005
ZFTSP119,ZFTSP1,0.054,0.913,0.02,0.01,0.003
ZFTSP120,ZFTSP1,0.004,0.951,0.004,0.036,0.005
ZFTSP121,ZFTSP1,0.031,0.683,0.014,0.264,0.007
ZFTSP122,ZFTSP1,0.003,0.821,0.002,0.169,0.004
ZFTSP123,ZFTSP1,0.003,0.984,0.003,0.006,0.004
ZFTSP124,ZFTSP1,0.003,0.979,0.002,0.012,0.004
ZFTSP125,ZFTSP1,0.003,0.983,0.002,0.008,0.004
ZFTSP126,ZFTSP1,0.004,0.972,0.003,0.015,0.006
ZFTSP127,ZFTSP1,0.004,0.977,0.002,0.012,0.005
ZFTSP128,ZFTSP1,0.004,0.946,0.003,0.043,0.005
ZFTSP129,ZFTSP1,0.004,0.966,0.003,0.023,0.005
ZFTSP130,ZFTSP1,0.003,0.979,0.002,0.012,0.004
ZFTSP131,ZFTSP1,0.003,0.976,0.002,0.015,0.004
ZFTSP132,ZFTSP1,0.006,0.942,0.004,0.042,0.006
ZFTSP133,ZFTSP1,0.003,0.954,0.002,0.036,0.004
ZFTSP134,ZFTSP1,0.004,0.954,0.003,0.034,0.005
ZFTSP135,ZFTSP1,0.004,0.945,0.002,0.045,0.004
ZFTSP136,ZFTSP1,0.004,0.963,0.002,0.026,0.004
ZFTSP137,ZFTSP1,0.016,0.908,0.011,0.059,0.006
ZFTSP138,ZFTSP1,0.004,0.971,0.003,0.017,0.004
ZFTSP139,ZFTSP1,0.003,0.985,0.002,0.007,0.003
ZFTSP140,ZFTSP1,0.006,0.909,0.004,0.077,0.005
ZFTSP141,ZFTSP1,0.007,0.834,0.004,0.151,0.004
ZFTSP142,ZFTSP1,0.006,0.446,0.004,0.528,0.017
ZFTSP143,ZFTSP1,0.004,0.964,0.003,0.025,0.005
ZFTSP144,ZFTSP1,0.007,0.796,0.005,0.186,0.006
ZFTSP145,ZFTSP1,0.004,0.508,0.002,0.481,0.005
NA,NA,0,0,0,0,0
ZFTSP201,ZFTSP2,0.005,0.972,0.003,0.014,0.007
ZFTSP202,ZFTSP2,0.01,0.776,0.006,0.202,0.007
ZFTSP203,ZFTSP2,0.005,0.975,0.003,0.01,0.008
ZFTSP204,ZFTSP2,0.005,0.961,0.004,0.025,0.006
ZFTSP205,ZFTSP2,0.009,0.902,0.005,0.074,0.009
ZFTSP206,ZFTSP2,0.005,0.97,0.005,0.015,0.005
ZFTSP207,ZFTSP2,0.005,0.979,0.004,0.006,0.006
ZFTSP208,ZFTSP2,0.006,0.972,0.005,0.011,0.005
ZFTSP209,ZFTSP2,0.004,0.968,0.002,0.021,0.005
ZFTSP210,ZFTSP2,0.004,0.982,0.003,0.005,0.006
ZFTSP211,ZFTSP2,0.006,0.935,0.006,0.045,0.007
ZFTSP212,ZFTSP2,0.003,0.985,0.002,0.007,0.004
ZFTSP213,ZFTSP2,0.004,0.977,0.003,0.011,0.005
ZFTSP214,ZFTSP2,0.004,0.106,0.003,0.882,0.006
ZFTSP215,ZFTSP2,0.005,0.822,0.003,0.163,0.007
ZFTSP216,ZFTSP2,0.032,0.715,0.038,0.205,0.01
ZFTSP217,ZFTSP2,0.005,0.981,0.003,0.006,0.005
ZFTSP218,ZFTSP2,0.005,0.975,0.003,0.011,0.005
ZFTSP219,ZFTSP2,0.008,0.916,0.004,0.067,0.005
ZFTSP220,ZFTSP2,0.013,0.923,0.008,0.048,0.008
ZFTSP221,ZFTSP2,0.006,0.968,0.004,0.016,0.007
ZFTSP222,ZFTSP2,0.031,0.93,0.02,0.012,0.007
ZFTSP223,ZFTSP2,0.003,0.978,0.002,0.013,0.004
ZFTSP224,ZFTSP2,0.004,0.663,0.002,0.324,0.007
ZFTSP225,ZFTSP2,0.005,0.975,0.003,0.013,0.005
ZFTSP226,ZFTSP2,0.005,0.854,0.003,0.133,0.005
ZFTSP227,ZFTSP2,0.009,0.966,0.006,0.012,0.007
ZFTSP228,ZFTSP2,0.008,0.72,0.006,0.256,0.009
NA,NA,0,0,0,0,0
ZFW01,ZFW,0.97,0.008,0.006,0.006,0.011
ZFW02,ZFW,0.957,0.007,0.01,0.005,0.02
ZFW03,ZFW,0.969,0.01,0.008,0.006,0.008
ZFW04,ZFW,0.954,0.004,0.024,0.006,0.012
ZFW05,ZFW,0.964,0.005,0.008,0.016,0.007
ZFW06,ZFW,0.882,0.004,0.03,0.004,0.079
NA,NA,0,0,0,0,0
ZFWB01,ZFWB,0.775,0.138,0.004,0.079,0.004
ZFWB02,ZFWB,0.951,0.01,0.016,0.018,0.004
ZFWB03,ZFWB,0.315,0.135,0.275,0.265,0.01
ZFWB05,ZFWB,0.898,0.072,0.006,0.011,0.012
ZFWB06,ZFWB,0.9,0.059,0.004,0.034,0.003
ZFWB07,ZFWB,0.913,0.038,0.007,0.037,0.004
ZFWB10,ZFWB,0.823,0.117,0.01,0.024,0.025
ZFWB11,ZFWB,0.924,0.033,0.008,0.031,0.004
ZFWB12,ZFWB,0.396,0.095,0.167,0.33,0.011
ZFWB13,ZFWB,0.458,0.105,0.046,0.383,0.009
ZFWB14,ZFWB,0.733,0.216,0.004,0.043,0.004
ZFWB15,ZFWB,0.916,0.046,0.01,0.021,0.006
ZFWB18,ZFWB,0.682,0.192,0.033,0.089,0.004
ZFWB19,ZFWB,0.948,0.012,0.023,0.011,0.005
ZFWB20,ZFWB,0.917,0.04,0.014,0.018,0.011
ZFWB21,ZFWB,0.786,0.087,0.058,0.058,0.012
ZFWB22,ZFWB,0.882,0.054,0.01,0.045,0.009
ZFWB23,ZFWB,0.218,0.403,0.019,0.356,0.004
ZFWB24,ZFWB,0.291,0.386,0.199,0.099,0.025
ZFWB25,ZFWB,0.941,0.032,0.007,0.012,0.007
ZFWB26,ZFWB,0.959,0.016,0.009,0.011,0.005
ZFWB27,ZFWB,0.949,0.021,0.008,0.019,0.003
ZFWB29,ZFWB,0.94,0.019,0.015,0.019,0.007
ZFWB30,ZFWB,0.798,0.043,0.022,0.134,0.003
ZFWB31,ZFWB,0.609,0.224,0.062,0.101,0.005
ZFWB32,ZFWB,0.944,0.017,0.016,0.015,0.007
ZFWB35,ZFWB,0.65,0.103,0.107,0.135,0.005
ZFWB36,ZFWB,0.928,0.022,0.016,0.029,0.004
ZFWB37,ZFWB,0.899,0.034,0.017,0.046,0.005
ZFWB38,ZFWB,0.959,0.024,0.005,0.008,0.004
ZFWB39,ZFWB,0.635,0.109,0.069,0.184,0.004
ZFWB40,ZFWB,0.769,0.077,0.022,0.128,0.004
ZFWB41,ZFWB,0.847,0.067,0.015,0.067,0.004
ZFWB42,ZFWB,0.794,0.121,0.019,0.063,0.004
ZFWB43,ZFWB,0.927,0.029,0.018,0.021,0.005
ZFWB44,ZFWB,0.978,0.006,0.006,0.007,0.003
ZFWB46,ZFWB,0.93,0.027,0.008,0.031,0.003
ZFWB47,ZFWB,0.947,0.018,0.008,0.022,0.005
ZFWB48,ZFWB,0.488,0.322,0.103,0.083,0.004
ZFWB49,ZFWB,0.254,0.579,0.125,0.034,0.008
NA,NA,0,0,0,0,0
ZCF01,ZCF,0.964,0.006,0.011,0.017,0.002
ZCF02,ZCF,0.961,0.004,0.021,0.005,0.008
ZCF03,ZCF,0.96,0.009,0.015,0.011,0.005
ZCF04,ZCF,0.955,0.012,0.011,0.006,0.015
ZCF05,ZCF,0.986,0.003,0.004,0.005,0.002
ZCF06,ZCF,0.695,0.049,0.008,0.193,0.054
ZCF07,ZCF,0.977,0.005,0.007,0.009,0.003
ZCF08,ZCF,0.696,0.034,0.227,0.023,0.02
ZCF09,ZCF,0.287,0.502,0.096,0.106,0.009
ZCF10,ZCF,0.927,0.039,0.007,0.021,0.006
ZCF11,ZCF,0.971,0.01,0.008,0.006,0.004
ZCF12,ZCF,0.973,0.005,0.015,0.004,0.003
ZCF13,ZCF,0.959,0.017,0.008,0.004,0.012
ZCF14,ZCF,0.94,0.029,0.005,0.02,0.005
ZCF15,ZCF,0.965,0.008,0.005,0.018,0.004
ZCF16,ZCF,0.872,0.009,0.035,0.031,0.054
ZCF17,ZCF,0.966,0.006,0.017,0.008,0.003
ZCF18,ZCF,0.962,0.018,0.005,0.005,0.011
ZCF19,ZCF,0.98,0.004,0.004,0.007,0.005
ZCF20,ZCF,0.967,0.01,0.012,0.006,0.005
ZCF21,ZCF,0.943,0.013,0.008,0.016,0.019
ZCF22,ZCF,0.893,0.013,0.037,0.019,0.039
ZCF23,ZCF,0.966,0.011,0.015,0.004,0.004
ZCF24,ZCF,0.482,0.224,0.134,0.153,0.007
ZCF25,ZCF,0.693,0.112,0.148,0.033,0.015
ZCF26,ZCF,0.698,0.017,0.044,0.076,0.165
ZCF27,ZCF,0.97,0.006,0.009,0.011,0.004
ZCF28,ZCF,0.966,0.005,0.017,0.009,0.003
ZCF29,ZCF,0.928,0.026,0.013,0.026,0.007
ZCF30,ZCF,0.968,0.008,0.006,0.013,0.004
ZCF31,ZCF,0.949,0.014,0.027,0.005,0.004
ZCF32,ZCF,0.958,0.011,0.01,0.007,0.013
ZCF33,ZCF,0.985,0.005,0.004,0.004,0.002
ZCF34,ZCF,0.426,0.462,0.085,0.013,0.015
ZCF35,ZCF,0.834,0.014,0.021,0.006,0.124
ZCF36,ZCF,0.972,0.015,0.004,0.006,0.003
ZCF37,ZCF,0.921,0.014,0.049,0.008,0.007
ZCF38,ZCF,0.935,0.029,0.008,0.016,0.013
ZCF39,ZCF,0.06,0.916,0.012,0.006,0.007
ZCF40,ZCF,0.836,0.07,0.013,0.064,0.017
ZCF41,ZCF,0.968,0.005,0.005,0.02,0.002
ZCF42,ZCF,0.52,0.041,0.202,0.228,0.008
