Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per
QAc-G-0073,/AA,Magazine,98.331,NA,Pryor,1.593,Porter,0.074,Sugar_Loaf,0.002
QAc-G-0074,/AA,Porter,94.112,NA,Pryor,5.881,Magazine,0.006,Sugar_Loaf,0.002
QAc-G-0075,/AA,Magazine,99.986,NA,Sugar_Loaf,0.014,Porter,0,Pryor,0
QAc-G-0076,/AA,Magazine,87.873,NA,Porter,12.123,Sugar_Loaf,0.004,Pryor,0
QAc-G-0077,/AA,Magazine,99.994,Pryor,Pryor,0.006,Porter,0,Sugar_Loaf,0
QAc-G-0078,/AA,Magazine,98.631,Pryor,Pryor,1.307,Porter,0.063,Sugar_Loaf,0
QAc-G-0079,/AA,Magazine,85.383,Pryor,Porter,9.283,Pryor,5.333,Sugar_Loaf,0
QAc-G-0080,/AA,Pryor,99.196,Pryor,Sugar_Loaf,0.787,Magazine,0.017,Porter,0
QAc-G-0081,/AA,Magazine,100,NA,Sugar_Loaf,0,Porter,0,Pryor,0
QAc-G-0082,/AA,Magazine,98.044,NA,Sugar_Loaf,1.955,Pryor,0.001,Porter,0
QAc-G-0083,/AA,Pryor,99.621,Magazine,Magazine,0.378,Porter,0,Sugar_Loaf,0
QAc-G-0106,/TMA,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0107,/TMA,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0108,/TMA,Magazine,98.978,Magazine,Porter,1.021,Pryor,0.002,Sugar_Loaf,0
QAc-G-0109,/TMA,Magazine,100,Magazine,Pryor,0,Sugar_Loaf,0,Porter,0
QAc-G-0110,/TMA,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0111,/TMA,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0112,/TMA,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0113,/TMA,Magazine,100,Magazine,Porter,0,Sugar_Loaf,0,Pryor,0
QAc-G-0114,/TMA,Magazine,100,Magazine,Pryor,0,Porter,0,Sugar_Loaf,0
QAc-G-0115,/TMA,Magazine,99.153,Magazine,Porter,0.847,Sugar_Loaf,0,Pryor,0
QAc-G-0116,/TMA,Magazine,100,Magazine,Sugar_Loaf,0,Porter,0,Pryor,0
QAc-G-0117,/TMA,Magazine,98.995,Magazine,Porter,0.999,Pryor,0.007,Sugar_Loaf,0
QAc-G-0118,/TMA,Magazine,98.481,Magazine,Porter,1.518,Pryor,0,Sugar_Loaf,0
QAc-G-0119,/TMA,Magazine,99.999,Magazine,Sugar_Loaf,0.001,Porter,0,Pryor,0
QAc-G-0120,/TMA,Magazine,98.735,Magazine,Sugar_Loaf,1.265,Porter,0,Pryor,0
QAc-G-0121,/TMA,Pryor,99.588,Magazine,Magazine,0.411,Porter,0.001,Sugar_Loaf,0
QAc-G-0122,/TMA,Pryor,99.78,Magazine,Porter,0.21,Magazine,0.01,Sugar_Loaf,0
QAc-G-0123,/TMA,Magazine,97.099,Magazine,Pryor,2.901,Porter,0,Sugar_Loaf,0
QAc-G-0124,/TMA,Pryor,88.151,Magazine,Magazine,11.849,Porter,0,Sugar_Loaf,0
QAc-G-0125,/TMA,Pryor,99.504,Magazine,Magazine,0.494,Porter,0.003,Sugar_Loaf,0
QAc-G-0126,/TMA,Pryor,99.669,Magazine,Magazine,0.283,Porter,0.049,Sugar_Loaf,0
QAc-G-0127,/TMA,Pryor,94.872,Magazine,Porter,5.127,Magazine,0.001,Sugar_Loaf,0
QAc-G-0128,/TMA,Pryor,59.879,Magazine,Porter,37.587,Magazine,2.533,Sugar_Loaf,0
QAc-G-0129,/TMA,Magazine,87.017,Magazine,Pryor,12.893,Porter,0.09,Sugar_Loaf,0
QAc-G-0130,/TMA,Pryor,100,Magazine,Magazine,0,Porter,0,Sugar_Loaf,0
QAc-G-0131,/TMA,Magazine,80.719,Magazine,Pryor,18.984,Porter,0.297,Sugar_Loaf,0
QAc-G-0132,/TMA,Pryor,93.473,Magazine,Porter,6.218,Magazine,0.309,Sugar_Loaf,0
QAc-G-0133,/TMA,Porter,85.872,Magazine,Pryor,14.128,Magazine,0,Sugar_Loaf,0
QAc-G-0134,/TMA,Pryor,96.797,Magazine,Magazine,3.202,Porter,0.001,Sugar_Loaf,0
QAc-G-0135,/TMA,Magazine,99.99,Magazine,Porter,0.01,Sugar_Loaf,0,Pryor,0
QAc-G-0136,/TMA,Magazine,99.998,Magazine,Pryor,0.002,Porter,0,Sugar_Loaf,0
QAc-G-0137,/TMA,Magazine,100,Magazine,Pryor,0,Porter,0,Sugar_Loaf,0
QAc-G-0138,/TMA,Magazine,99.987,Magazine,Sugar_Loaf,0.012,Pryor,0,Porter,0
QAc-G-0139,/TMA,Magazine,99.999,Magazine,Porter,0.001,Pryor,0,Sugar_Loaf,0
QAc-G-0140,/TMA,Magazine,92.277,Magazine,Porter,7.595,Pryor,0.128,Sugar_Loaf,0
QAc-G-0141,/TMA,Pryor,67.323,Magazine,Magazine,31.298,Porter,1.107,Sugar_Loaf,0.272
QAc-G-0142,/TMA,Magazine,100,Magazine,Sugar_Loaf,0,Porter,0,Pryor,0
QAc-G-0143,/TMA,Porter,100,Magazine,Magazine,0,Sugar_Loaf,0,Pryor,0
QAc-G-0144,/TMA,Magazine,100,Magazine,Sugar_Loaf,0,Porter,0,Pryor,0
QAc-G-0145,/TMA,Magazine,99.981,Magazine,Porter,0.016,Pryor,0.002,Sugar_Loaf,0
QAc-G-0146,/TMA,Magazine,81.493,Magazine,Pryor,18.492,Porter,0.016,Sugar_Loaf,0
QAc-G-0147,/TMA,Magazine,97.217,Magazine,Porter,2.73,Pryor,0.053,Sugar_Loaf,0
QAc-G-0148,/TMA,Porter,58.469,Magazine,Magazine,41.492,Pryor,0.039,Sugar_Loaf,0
QAc-G-0149,/TMA,Pryor,99.871,Magazine,Porter,0.123,Magazine,0.006,Sugar_Loaf,0
QAc-G-0150,/TMA,Magazine,45.989,Magazine,Pryor,38.556,Porter,15.455,Sugar_Loaf,0
QAc-G-0151,/TMA,Magazine,84.795,Magazine,Pryor,15.204,Porter,0.001,Sugar_Loaf,0
QAc-G-0152,/TMA,Magazine,81.435,Magazine,Pryor,18.565,Sugar_Loaf,0,Porter,0
QAc-G-0153,/TMA,Magazine,97.512,Magazine,Pryor,2.423,Porter,0.065,Sugar_Loaf,0
QAc-G-0154,/TMA,Pryor,99.776,Magazine,Porter,0.159,Magazine,0.065,Sugar_Loaf,0
QAc-G-0155,/TMA,Pryor,97.258,Magazine,Magazine,2.74,Porter,0.002,Sugar_Loaf,0
QAc-G-0158,/TMA,Pryor,93.595,Magazine,Magazine,6.403,Porter,0.002,Sugar_Loaf,0
QAc-G-0159,/TMA,Porter,97.038,Magazine,Magazine,2.956,Sugar_Loaf,0.007,Pryor,0
QAc-G-0160,/TMA,Porter,99.002,Magazine,Magazine,0.861,Pryor,0.136,Sugar_Loaf,0.001
QAc-G-0161,/TMA,Magazine,94.751,Magazine,Porter,5.243,Pryor,0.005,Sugar_Loaf,0.001
QAc-G-0162,/TMA,Magazine,99.198,Magazine,Pryor,0.553,Porter,0.248,Sugar_Loaf,0.001
QAc-G-0163,/TMA,Porter,99.203,Magazine,Magazine,0.795,Sugar_Loaf,0.001,Pryor,0
QAc-G-0164,/TMA,Porter,75.516,Magazine,Pryor,24.105,Sugar_Loaf,0.258,Magazine,0.121
QAc-G-0165,/TMA,Magazine,99.938,Magazine,Pryor,0.046,Porter,0.016,Sugar_Loaf,0
QAc-G-0166,/TMA,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0167,/TMA,Magazine,99.987,Magazine,Porter,0.013,Pryor,0,Sugar_Loaf,0
QAc-G-0168,/TMA,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0169,/TMA,Porter,99.537,Magazine,Magazine,0.426,Pryor,0.037,Sugar_Loaf,0
QAc-G-0170,/TMA,Magazine,97.993,Magazine,Porter,1.928,Pryor,0.078,Sugar_Loaf,0
QAc-G-0171,/TMA,Porter,81.239,Magazine,Magazine,15.881,Pryor,2.881,Sugar_Loaf,0
QAc-G-0172,/TMA,Magazine,99.996,Magazine,Sugar_Loaf,0.004,Pryor,0,Porter,0
QAc-G-0173,/TMA,Magazine,99.999,Magazine,Pryor,0.001,Porter,0,Sugar_Loaf,0
QAc-G-0174,/TMA,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0175,/TMA,Pryor,66.327,Magazine,Magazine,33.466,Porter,0.207,Sugar_Loaf,0
QAc-G-0176,/TMA,Porter,82.892,Magazine,Magazine,16.298,Pryor,0.811,Sugar_Loaf,0
QAc-G-0177,/TMA,Porter,50.019,Magazine,Magazine,49.839,Pryor,0.142,Sugar_Loaf,0
QAc-G-0178,/TMA,Pryor,82.733,Magazine,Porter,13.968,Magazine,3.299,Sugar_Loaf,0
QAc-G-0179,/TMA,Magazine,99.4,Magazine,Porter,0.499,Pryor,0.101,Sugar_Loaf,0
QAc-G-0180,/TMA,Porter,58.99,Magazine,Magazine,40.732,Pryor,0.278,Sugar_Loaf,0
QAc-G-0181,/TMA,Magazine,99.972,Magazine,Porter,0.027,Pryor,0.001,Sugar_Loaf,0
QAc-G-0182,/TMA,Magazine,58.009,Magazine,Pryor,41.634,Porter,0.354,Sugar_Loaf,0.003
QAc-G-0183,/TMA,Magazine,99.734,Magazine,Pryor,0.209,Porter,0.057,Sugar_Loaf,0
QAc-G-0184,/TMA,Magazine,100,Magazine,Pryor,0,Porter,0,Sugar_Loaf,0
QAc-G-0185,/TMA,Magazine,99.926,Magazine,Pryor,0.073,Porter,0.001,Sugar_Loaf,0
QAc-G-0186,/TMA,Porter,96.981,Magazine,Magazine,3.015,Sugar_Loaf,0.004,Pryor,0
QAc-G-0187,/TMA,Magazine,99.991,Magazine,Porter,0.009,Pryor,0,Sugar_Loaf,0
QAc-G-0188,/TMA,Magazine,94.045,Magazine,Pryor,5.118,Sugar_Loaf,0.835,Porter,0.003
QAc-G-0189,/TMA,Pryor,95.164,Magazine,Magazine,3.879,Porter,0.957,Sugar_Loaf,0
QAc-G-0190,/TMA,Porter,62.364,Magazine,Magazine,37.635,Pryor,0.001,Sugar_Loaf,0
QAc-G-0191,/TMA,Magazine,97.993,Magazine,Porter,2.005,Pryor,0.002,Sugar_Loaf,0
QAc-G-0192,/TMA,Pryor,52.463,Magazine,Porter,47.463,Magazine,0.075,Sugar_Loaf,0
QAc-G-0193,/TMA,Porter,94.209,Magazine,Magazine,5.681,Pryor,0.11,Sugar_Loaf,0
QAc-G-0194,/TMA,Porter,95.731,Magazine,Magazine,2.265,Pryor,2.003,Sugar_Loaf,0
QAc-G-0195,/TMA,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0196,/TMA,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0197,/TMA,Porter,60.27,Magazine,Pryor,34.999,Magazine,4.729,Sugar_Loaf,0.001
QAc-G-0198,/TMA,Magazine,99.988,Magazine,Pryor,0.009,Porter,0.003,Sugar_Loaf,0
QAc-G-0199,/TMA,Magazine,83.791,Magazine,Pryor,16.185,Porter,0.024,Sugar_Loaf,0
QAc-G-0200,/TMA,Magazine,99.999,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0201,/TMA,Magazine,99.99,Magazine,Pryor,0.01,Porter,0,Sugar_Loaf,0
QAc-G-0202,/TMA,Pryor,72.295,Magazine,Magazine,27.705,Porter,0.001,Sugar_Loaf,0
QAc-G-0203,/TMA,Magazine,98.168,Magazine,Pryor,1.198,Porter,0.634,Sugar_Loaf,0
QAc-G-0204,/TMA,Magazine,100,Pryor,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0205,/TMA,Magazine,99.997,Pryor,Pryor,0.003,Porter,0,Sugar_Loaf,0
QAc-G-0206,/TMA,Porter,88.531,Pryor,Magazine,7.214,Pryor,4.255,Sugar_Loaf,0
QAc-G-0207,/TMA,Magazine,99.612,Pryor,Pryor,0.388,Porter,0,Sugar_Loaf,0
QAc-G-0208,/TMA,Magazine,98.569,Pryor,Pryor,1.427,Porter,0.004,Sugar_Loaf,0
QAc-G-0209,/TMA,Magazine,99.959,Pryor,Pryor,0.041,Porter,0,Sugar_Loaf,0
QAc-G-0210,/TMA,Magazine,99.462,Pryor,Pryor,0.538,Porter,0,Sugar_Loaf,0
QAc-G-0211,/TMA,Pryor,96.966,Pryor,Magazine,3.034,Sugar_Loaf,0,Porter,0
QAc-G-0212,/TMA,Magazine,62.262,Pryor,Pryor,31.362,Porter,6.376,Sugar_Loaf,0
QAc-G-0213,/TMA,Pryor,92.428,Pryor,Magazine,7.572,Sugar_Loaf,0,Porter,0
QAc-G-0214,/TMA,Magazine,97.985,Pryor,Pryor,1.395,Porter,0.621,Sugar_Loaf,0
QAc-G-0215,/TMA,Magazine,100,Pryor,Pryor,0,Sugar_Loaf,0,Porter,0
QAc-G-0216,/TMA,Magazine,100,Pryor,Sugar_Loaf,0,Porter,0,Pryor,0
QAc-G-0217,/TMA,Pryor,99.675,Pryor,Porter,0.315,Sugar_Loaf,0.006,Magazine,0.004
QAc-G-0218,/TMA,Magazine,99.295,Pryor,Porter,0.687,Pryor,0.018,Sugar_Loaf,0
QAc-G-0219,/TMA,Magazine,69.97,Pryor,Pryor,29.866,Sugar_Loaf,0.151,Porter,0.013
QAc-G-0220,/TMA,Pryor,55.15,Pryor,Magazine,41.138,Porter,3.442,Sugar_Loaf,0.27
QAc-G-0221,/TMA,Magazine,96.302,Pryor,Porter,3.13,Sugar_Loaf,0.565,Pryor,0.003
QAc-G-0222,/TMA,Magazine,99.992,Pryor,Porter,0.006,Pryor,0.001,Sugar_Loaf,0
QAc-G-0223,/TMA,Magazine,64.745,Pryor,Pryor,34.762,Porter,0.491,Sugar_Loaf,0.001
QAc-G-0224,/TMA,Magazine,99.985,Pryor,Pryor,0.012,Sugar_Loaf,0.002,Porter,0.001
QAc-G-0226,/TMA,Pryor,84.557,Porter,Magazine,15.44,Porter,0.003,Sugar_Loaf,0
QAc-G-0227,/TMA,Porter,99.978,Porter,Pryor,0.011,Magazine,0.01,Sugar_Loaf,0
QAc-G-0228,/TMA,Magazine,100,Porter,Sugar_Loaf,0,Porter,0,Pryor,0
QAc-G-0229,/TMA,Porter,87.491,Porter,Magazine,12.128,Pryor,0.309,Sugar_Loaf,0.073
QAc-G-0230,/TMA,Magazine,99.932,Porter,Pryor,0.064,Porter,0.004,Sugar_Loaf,0
QAc-G-0231,/TMA,Magazine,74.117,Porter,Pryor,25.285,Porter,0.598,Sugar_Loaf,0
QAc-G-0232,/TMA,Porter,99.974,Porter,Sugar_Loaf,0.026,Pryor,0,Magazine,0
QAc-G-0233,/TMA,Magazine,99.286,Porter,Pryor,0.714,Porter,0,Sugar_Loaf,0
QAc-G-0234,/TMA,Porter,61.325,Porter,Pryor,38.292,Magazine,0.38,Sugar_Loaf,0.002
QAc-G-0235,/TMA,Magazine,90.266,Porter,Pryor,9.001,Sugar_Loaf,0.733,Porter,0.001
QAc-G-0236,/TMA,Magazine,99.884,Porter,Pryor,0.081,Sugar_Loaf,0.027,Porter,0.007
QAc-G-0237,/TMA,Porter,99.907,Porter,Magazine,0.086,Pryor,0.006,Sugar_Loaf,0.002
QAc-G-0238,/TMA,Magazine,99.997,Porter,Sugar_Loaf,0.003,Pryor,0,Porter,0
QAc-G-0239,/TMA,Magazine,99.99,Porter,Sugar_Loaf,0.009,Porter,0,Pryor,0
QAc-G-0240,/TMA,Magazine,99.97,Porter,Sugar_Loaf,0.029,Porter,0.001,Pryor,0
QAc-G-0241,/TMA,Porter,74.068,Porter,Sugar_Loaf,19.851,Magazine,6.042,Pryor,0.039
QAc-G-0242,/TMA,Pryor,99.989,Porter,Porter,0.009,Magazine,0.002,Sugar_Loaf,0
QAc-G-0243,/TMA,Porter,90.519,Porter,Magazine,9.333,Pryor,0.141,Sugar_Loaf,0.007
QAc-G-0244,/TMA,Magazine,95.182,Porter,Porter,4.818,Pryor,0.001,Sugar_Loaf,0
QAc-G-0245,/TMA,Magazine,99.999,Porter,Sugar_Loaf,0.001,Porter,0,Pryor,0
QAc-G-0246,/TMA,Magazine,99.998,Porter,Pryor,0.001,Porter,0.001,Sugar_Loaf,0
QAc-G-0247,/TMA,Magazine,99.997,Porter,Pryor,0.003,Sugar_Loaf,0,Porter,0
QAc-G-0248,/TMA,Magazine,97.984,NA,Sugar_Loaf,2.014,Porter,0.002,Pryor,0
QAc-G-0249,/TTA,Porter,74.643,NA,Magazine,25.353,Sugar_Loaf,0.004,Pryor,0
QAc-G-0250,/MeBG,Porter,93.948,NA,Magazine,4.844,Pryor,1.207,Sugar_Loaf,0
QAc-G-0251,/JFG,Magazine,99.974,Porter,Porter,0.019,Pryor,0.005,Sugar_Loaf,0.003
QAc-G-0252,/JFG,Porter,44.503,Porter,Sugar_Loaf,38.329,Magazine,17.168,Pryor,0
QAc-G-0253,/JFG,Pryor,50.484,Pryor,Magazine,49.516,Sugar_Loaf,0,Porter,0
QAc-G-0254,/JFG,Magazine,99.988,Pryor,Pryor,0.01,Porter,0.002,Sugar_Loaf,0
QAc-G-0255,/JFG,Magazine,85.608,Magazine,Pryor,13.525,Sugar_Loaf,0.861,Porter,0.006
QAc-G-0256,/JFG,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0257,/JFG,Magazine,96.36,Magazine,Porter,3.481,Sugar_Loaf,0.118,Pryor,0.042
QAc-G-0258,/JFG,Magazine,100,Magazine,Sugar_Loaf,0,Porter,0,Pryor,0
QAc-G-0259,/JFG,Magazine,99.79,Magazine,Sugar_Loaf,0.196,Porter,0.014,Pryor,0
QAc-G-0260,/JFG,Porter,99.961,Magazine,Magazine,0.034,Pryor,0.005,Sugar_Loaf,0
QAc-G-0261,/JFG,Magazine,99.946,Magazine,Pryor,0.032,Porter,0.022,Sugar_Loaf,0
QAc-G-0262,/JFG,Magazine,98.696,Magazine,Porter,0.843,Pryor,0.44,Sugar_Loaf,0.021
QAc-G-0263,/ZBGP,Magazine,99.617,NA,Porter,0.383,Pryor,0,Sugar_Loaf,0
QAc-G-0265,/MA,Pryor,99.985,NA,Porter,0.015,Magazine,0.001,Sugar_Loaf,0
QAc-G-0266,/MA,Magazine,100,NA,Pryor,0,Porter,0,Sugar_Loaf,0
QAc-G-0267,/MA,Pryor,79.352,Magazine,Magazine,20.648,Sugar_Loaf,0,Porter,0
QAc-G-0268,/MA,Magazine,99.856,Magazine,Porter,0.143,Pryor,0.001,Sugar_Loaf,0
QAc-G-0269,/MA,Magazine,100,Magazine,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0270,/MA,Porter,99.065,Pryor,Magazine,0.849,Pryor,0.085,Sugar_Loaf,0
QAc-G-0271,/MA,Porter,78.533,Pryor,Magazine,20.445,Pryor,1.02,Sugar_Loaf,0.001
QAc-G-0272,/MA,Magazine,99.998,Pryor,Porter,0.002,Pryor,0.001,Sugar_Loaf,0
QAc-G-0273,/MA,Magazine,98.354,Magazine,Pryor,1.646,Porter,0,Sugar_Loaf,0
QAc-G-0274,/MA,Pryor,99.97,Pryor,Porter,0.03,Magazine,0,Sugar_Loaf,0
QAc-G-0275,/UWBG,Magazine,72.707,Pyror,Pryor,27.292,Porter,0,Sugar_Loaf,0
QAc-G-0276,/FGT,Magazine,99.481,Magazine,Pryor,0.514,Porter,0.005,Sugar_Loaf,0
QAc-G-0279,/FGT,Magazine,100,Porter,Porter,0,Pryor,0,Sugar_Loaf,0
QAc-G-0280,/FGT,Magazine,99.998,Porter,Porter,0.002,Pryor,0,Sugar_Loaf,0
QAc-G-0281,/FGT,Pryor,99.355,Pryor,Magazine,0.638,Porter,0.007,Sugar_Loaf,0
QAc-G-0283,/MFBG,Pryor,71.611,Pryor,Sugar_Loaf,24.073,Magazine,3.476,Porter,0.839
QAc-G-0285,/CBG,Magazine,99.989,NA,Porter,0.009,Pryor,0.002,Sugar_Loaf,0
QAc-G-0286,/CBG,Magazine,74.565,NA,Pryor,19.307,Porter,6.128,Sugar_Loaf,0
QAc-G-0287,/CBG,Pryor,55.876,NA,Porter,33.697,Magazine,10.427,Sugar_Loaf,0
QAc-G-0288,/CBG,Magazine,99.985,NA,Pryor,0.009,Porter,0.006,Sugar_Loaf,0
