Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per,Fifth_Pop,Fifth_Per
TMA-ZAIN-G-53,/MBC,CF,99.82,NWS_South,ENP,0.122,CR,0.029,TS,0.017,WB,0.008
TMA-ZAIN-G-54,/MBC,SF,99.722,OS,CR,0.269,O,0.003,CC,0.003,WB,0.001
TMA-ZAIN-G-55,/MBC,SF,99.98,OS,CR,0.016,O,0.003,CC,0.001,SW,0
TMA-ZAIN-G-56,/MBC,CF,89.664,OS,TS,9.079,B,1.168,ENP,0.067,BP,0.018
TMA-ZAIN-G-57,/MBC,SF,64.005,OS,CR,35.384,SW,0.545,B,0.054,ENP,0.006
TMA-ZAIN-G-58,/MBC,CR,98.94,CR,CF,0.806,ENP,0.197,WB,0.049,SF,0.007
TMA-ZAIN-G-59,/MBC,CR,76.102,NWS_North,ONF,16.583,CF,5.195,TS,1.566,ENP,0.349
TMA-ZAIN-G-60,/MBC,CF,67.855,NWS_North,TS,17.691,CR,8.289,ENP,6.015,LB,0.114
TMA-ZAIN-G-61,/MBC,CR,83.086,NWS_North,ONF,15.725,BP,0.549,CF,0.205,CC,0.203
TMA-ZAIN-G-62,/MBC,SF,74.015,NWS_North,CR,25.382,B,0.422,CC,0.125,ENP,0.047
TMA-ZAIN-G-63,/MBC,CR,96.307,NWS_North,SF,2.217,SW,0.948,B,0.335,ZFW,0.191
TMA-ZAIN-G-64,/MBC,ONF,81.151,ONF,B,15.926,CF,2.012,BP,0.616,TSP,0.095
TMA-ZAIN-G-65,/MBC,B,99.806,ONF,ZFW,0.136,CR,0.024,ONF,0.022,ENP,0.004
TMA-ZAIN-G-66,/MBC,B,97.487,ONF,ONF,1.307,CF,0.677,BP,0.221,TSP,0.135
TMA-ZAIN-G-67,/MBC,B,98.739,ONF,CR,0.622,ONF,0.409,BP,0.077,CF,0.06
TMA-ZAIN-G-68,/MBC,ONF,98.215,ONF,B,0.738,CF,0.733,ENP,0.121,WB,0.105
TMA-ZAIN-G-69,/MBC,ONF,51.344,ONF,ONF,46.994,BP,1.183,B,0.14,WB,0.124
TMA-ZAIN-G-70,/MBC,ONF,98.43,ONF,BP,1.295,BP,0.147,TSP,0.054,TSP,0.032
TMA-ZAIN-G-71,/MBC,B,93.263,ONF,CR,5.443,O,1.113,ENP,0.135,BP,0.019
TMA-ZAIN-G-72,/MBC,CR,39.446,ONF,B,27.873,SW,14.959,BP,11.072,ONF,3.884
TMA-ZAIN-G-73,/MBC,CR,78.275,ONF,B,20.213,SW,1.384,ENP,0.063,CF,0.036
TMA-ZAIN-G-74,/MBC,CR,66.062,ONF,B,15.234,BP,6.891,BP,6.613,O,3.486
TMA-ZAIN-G-75,/MBC,CR,99.193,ONF,B,0.406,O,0.155,SF,0.125,SW,0.058
TMA-ZAIN-G-76,/MBC,BP,39.095,ONF,O,24.508,B,16.251,BP,10.812,CR,5.698
TMA-ZAIN-G-77,/MBC,B,38.887,ONF,CR,29.337,CF,22.443,SW,6.643,TS,2.197
TMA-ZAIN-G-78,/MBC,CR,84.824,ONF,ONF,7.523,B,5.597,SW,0.816,BP,0.559
TMA-ZAIN-G-79,/MBC,CR,86.988,ONF,CF,6.733,B,2.978,ONF,1.459,TS,1.195
TMA-ZAIN-G-80,/MBC,B,92.706,ONF,CR,6.874,BP,0.172,BP,0.108,ONF,0.086
TMA-ZAIN-G-81,/MBC,B,80.703,ONF,CR,16.67,ENP,1.986,CF,0.611,ONF,0.012
TMA-ZAIN-G-82,/MBC,CR,56.827,ONF,B,39.636,ONF,1.555,ONF,1.225,SF,0.342
TMA-ZAIN-G-83,/MBC,B,95.527,ONF,CR,4.147,ONF,0.245,ONF,0.034,ENP,0.018
TMA-ZAIN-G-84,/MBC,B,99.684,ONF,CR,0.141,ONF,0.088,BP,0.042,BP,0.018
TMA-ZAIN-G-85,/MBC,TS,37.43,K,CF,24.476,B,22.925,LB,3.673,CR,3.441
TMA-ZAIN-G-86,/MBC,B,65.264,K,CR,22.609,LB,3.878,BP,2.858,ENP,2.415
TMA-ZAIN-G-87,/MBC,SW,84.798,K,CR,11.158,B,3.374,TS,0.285,ONF,0.175
TMA-ZAIN-G-88,/MBC,ONF,86.551,NWS_South,CR,4.865,BP,4.81,B,2.384,TSP,0.47
TMA-ZAIN-G-89,/MBC,CR,40.504,NWS_South,BP,34.169,ONF,18.447,SW,2.107,BP,1.871
TMA-ZAIN-G-90,/MBC,CF,75.365,NWS_South,TS,10.194,CR,8.619,ENP,5.004,B,0.488
TMA-ZAIN-G-91,/MBC,CF,43.841,NWS_South,LB,21.863,CC,9.053,ENP,6.82,BP,4.766
TMA-ZAIN-G-92,/MBC,CR,40.11,NWS_South,TS,27.611,CF,22.125,WB,6.397,ENP,3.694
TMA-ZAIN-G-93,/MBC,TS,85.167,NWS_South,WB,9.433,CF,3.679,CR,1.345,ENP,0.344
TMA-ZAIN-G-94,/MBC,CR,87.559,NWS_South,TS,4.674,CF,4.531,ENP,1.963,SW,0.672
TMA-ZAIN-G-95,/MBC,SF,61.77,WB,TS,25.697,SW,7.873,CR,2.007,B,1.822
TMA-ZAIN-G-96,/MBC,TS,46.203,WB,CR,25.066,SW,24.094,SF,1.959,CF,1.515
TMA-ZAIN-G-97,/MBC,CF,84.237,W,CR,14.743,ENP,0.448,SF,0.313,ONF,0.199
TMA-ZAIN-G-98,/MBC,CF,66.601,W,CR,29.84,ONF,2.829,TS,0.545,ENP,0.161
TMA-ZAIN-G-99,/MBC,ONF,99.5,W,BP,0.416,BP,0.058,TSP,0.02,TSP,0.004
TMA-ZAIN-G-101,/MBC,CR,36.864,W,BP,32.846,CF,10.537,LB,9.235,ENP,8.566
TMA-ZAIN-G-102,/MBC,CR,99.416,W,ONF,0.205,SW,0.146,ENP,0.139,BP,0.031
TMA-ZAIN-G-103,/MBC,SW,71.836,SW,CR,25.741,I,1.129,B,0.6,ONF,0.252
TMA-ZAIN-G-104,/MBC,B,51.143,SW,I,25.639,CR,9.386,SF,7.608,CF,3.64
TMA-ZAIN-G-105,/MBC,SF,99.678,SW,CR,0.314,ZFW,0.003,I,0.002,CF,0.001
TMA-ZAIN-G-106,/MBC,B,61.383,SW,I,16.485,CR,8.449,CF,6.501,SF,5.707
TMA-ZAIN-G-107,/MBC,BP,31.187,NWS_North,BP,30.99,ONF,26.583,B,6.398,CR,2.931
TMA-ZAIN-G-108,/MBC,CR,78.266,NWS_North,B,13.797,ONF,7.121,CF,0.448,BP,0.157
TMA-ZAIN-G-109,/MBC,B,59.119,NWS_North,CR,21.462,BP,10.687,CF,6.14,LB,1.113
TMA-ZAIN-G-110,/MBC,B,94.038,NWS_North,CR,5.545,ONF,0.249,ZFW,0.151,BP,0.01
TMA-ZAIN-G-111,/MBC,ONF,71.623,NWS_North,CR,23.411,B,2.116,BP,1.76,BP,0.791
TMA-ZAIN-G-112,/MBC,SF,85.011,NWS_North,B,14.178,CR,0.788,ZFW,0.021,ENP,0.001
TMA-ZAIN-G-113,/MBC,B,61.966,NWS_North,CR,37.59,SF,0.321,ONF,0.104,CF,0.01
TMA-ZAIN-G-114,/MBC,CR,96.677,NWS_North,ONF,2.161,B,1.144,ZFW,0.011,ENP,0.003
TMA-ZAIN-G-115,/MBC,CR,86.605,NWS_North,ONF,12.982,B,0.328,ZFW,0.023,TSP,0.019
TMA-ZAIN-G-116,/MBC,CR,73.859,NWS_North,ZFW,22.795,B,3.323,SW,0.021,ONF,0.001
TMA-ZAIN-G-117,/MBC,B,92.658,ONF,CR,4.882,ONF,1.674,SF,0.631,ZFW,0.086
TMA-ZAIN-G-118,/MBC,B,95.532,ONF,CR,3.754,TS,0.493,SW,0.142,CF,0.019
TMA-ZAIN-G-119,/MBC,B,99.589,ONF,SF,0.259,CR,0.087,ZFW,0.063,ONF,0.002
TMA-ZAIN-G-120,/MBC,B,82.624,ONF,ONF,5.972,CR,5.804,BP,2.192,ZFW,2.041
TMA-ZAIN-G-121,/MBC,B,99.457,ONF,CR,0.317,TS,0.077,SF,0.048,I,0.042
TMA-ZAIN-G-122,/MBC,B,97.244,ONF,CR,2.443,SW,0.071,I,0.069,TS,0.061
TMA-ZAIN-G-123,/MBC,CF,79.709,SF,ENP,7.981,B,5.445,CR,5.301,CC,0.827
TMA-ZAIN-G-124,/MBC,CR,61.307,I,SW,19.059,B,16.326,I,1.873,ZFW,0.591
TMA-ZAIN-G-125,/MBC,CF,75.761,LTI,ONF,18.371,CR,5.106,TSP,0.381,ENP,0.315
TMA-ZAIN-G-126,/MBC,CR,93.424,LTI,CF,2.928,SF,1.611,SW,0.623,ENP,0.44
TMA-ZAIN-G-127,/MBC,ONF,91.817,LTI,TSP,2.763,BP,1.99,TSP,1.188,CR,1.118
TMA-ZAIN-G-128,/MBC,ONF,72.067,LTI,TSP,13.655,BP,11.211,TSP,1.532,CF,0.936
TMA-ZAIN-G-129,/MBC,CF,95.598,LTI,ONF,2.036,ENP,1.189,CR,0.49,B,0.323
TMA-ZAIN-G-130,/MBC,ONF,90.932,LTI,CF,3.649,TSP,1.99,CR,1.868,TSP,0.652
TMA-ZAIN-G-131,/MBC,CC,69.883,LTI,CR,16.988,ONF,8.676,SF,2.337,O,1.575
TMA-ZAIN-G-132,/MBC,CF,97.676,LTI,CR,1.284,ONF,0.79,ENP,0.203,TSP,0.031
TMA-ZAIN-G-133,/MBC,CF,58.66,LTI,CR,14.076,B,9.799,ENP,8.891,CC,6.894
TMA-ZAIN-G-134,/MBC,B,95.535,NWS_North,CF,1.649,CR,1.575,ENP,0.772,I,0.239
TMA-ZAIN-G-135,/MBC,ONF,88.23,NWS_North,O,2.824,CC,2.123,CR,1.661,TSP,1.599
TMA-ZAIN-G-136,/MBC,ONF,99.903,NWS_North,BP,0.059,BP,0.019,TSP,0.016,CR,0.001
TMA-ZAIN-G-137,/MBC,ONF,61.571,NWS_North,BP,18.989,ONF,10.589,BP,2.894,B,2.871
TMA-ZAIN-G-138,/MBC,ONF,99.983,NWS_North,CR,0.012,BP,0.003,BP,0.001,TSP,0.001
TMA-ZAIN-G-139,/MBC,ONF,93.378,NWS_North,BP,2.588,TSP,2.022,BP,1.909,TSP,0.06
TMA-ZAIN-G-140,/MBC,ONF,83.33,NWS_North,BP,5.697,BP,3.385,TSP,2.545,O,2.174
TMA-ZAIN-G-141,/MBC,B,59.604,FDSP,ONF,39.552,CR,0.306,BP,0.258,TSP,0.131
TMA-ZAIN-G-142,/MBC,ONF,99.505,FDSP,CR,0.155,B,0.151,BP,0.097,TSP,0.054
TMA-ZAIN-G-143,/MBC,B,80.142,FDSP,ONF,19.457,TSP,0.179,BP,0.154,CR,0.029
TMA-ZAIN-G-144,/MBC,ONF,89.199,FDSP,CR,4.53,CF,3.249,B,1.961,TSP,0.54
TMA-ZAIN-G-145,/MBC,CR,50.036,FDSP,CF,35.63,B,13.47,CC,0.622,ENP,0.15
TMA-ZAIN-G-146,/MBC,B,79.075,FDSP,CR,20.023,ONF,0.606,ONF,0.117,ENP,0.113
TMA-ZAIN-G-147,/MBC,ONF,85.51,FDSP,BP,11.448,TSP,1.684,BP,1.091,TSP,0.126
TMA-ZAIN-G-148,/MBC,BP,46.099,FDSP,B,26.151,BP,17.561,ONF,7.111,TSP,1.281
TMA-ZAIN-G-149,/MBC,TSP,53.783,FDSP,TSP,39.234,CF,3.871,ONF,1.477,BP,0.722
TMA-ZAIN-G-150,/MBC,ONF,65.017,FDSP,TSP,15.486,CF,8.913,BP,4.592,BP,2.9
TMA-ZAIN-G-151,/MBC,O,51.732,FDSP,CC,15.511,ONF,7.963,CF,6.658,ZFCNS,5.587
TMA-ZAIN-G-152,/MBC,B,97.536,FDSP,CR,2.299,O,0.063,BP,0.031,SF,0.025
TMA-ZAIN-G-153,/MBC,B,99.943,FDSP,CR,0.054,SF,0.002,ZFW,0.001,O,0
TMA-ZAIN-G-154,/MBC,ONF,67.815,FDSP,TSP,10.756,BP,9.349,BP,6.34,B,3.807
TMA-ZAIN-G-155,/MBC,B,63.441,FDSP,ONF,35.627,CR,0.806,BP,0.056,BP,0.053
TMA-ZAIN-G-156,/MBC,ONF,100,FDSP,BP,0,ONF,0,TSP,0,B,0
TMA-ZAIN-G-157,/MBC,B,61.014,FDSP,ONF,19.935,CR,17.639,O,1.094,BP,0.107
TMA-ZAIN-G-158,/MBC,ONF,99.724,FDSP,B,0.157,TSP,0.07,CR,0.019,CF,0.018
TMA-ZAIN-G-159,/MBC,B,58.286,FDSP,ONF,26.186,CR,14.834,BP,0.52,SF,0.121
TMA-ZAIN-G-160,/MBC,ONF,99.937,FDSP,CR,0.044,BP,0.014,ONF,0.002,TSP,0.001
TMA-ZAIN-G-161,/MBC,ONF,99.679,FDSP,BP,0.155,B,0.13,CR,0.027,ONF,0.007
TMA-ZAIN-G-162,/MBC,CR,67.934,FDSP,CF,24.302,B,7.375,ONF,0.144,TSP,0.089
TMA-ZAIN-G-163,/MBC,B,89.353,FDSP,CR,4.978,ONF,4.07,BP,1.282,O,0.127
TMA-ZAIN-G-164,/MBC,B,55.543,FDSP,ONF,30.693,CR,13.57,BP,0.101,BP,0.066
TMA-ZAIN-G-165,/MBC,ONF,98.346,FDSP,B,0.774,CR,0.598,BP,0.261,BP,0.01
TMA-ZAIN-G-166,/MBC,ONF,99.067,FDSP,BP,0.483,B,0.251,BP,0.076,TSP,0.074
TMA-ZAIN-G-167,/MBC,CR,46.874,BP,ONF,24.728,B,21.842,BP,4.447,BP,1.957
TMA-ZAIN-G-168,/MBC,ONF,87.027,BP,B,10.805,CR,1.584,BP,0.372,TSP,0.07
TMA-ZAIN-G-169,/MBC,B,42.999,BP,ONF,40.447,CR,12.006,CF,3.715,BP,0.553
TMA-ZAIN-G-170,/MBC,ONF,78.682,BP,B,17.642,BP,1.944,ONF,0.74,CR,0.706
TMA-ZAIN-G-171,/MBC,ONF,90.969,BP,CR,6.526,BP,1.056,BP,0.973,B,0.415
TMA-ZAIN-G-172,/MBC,ONF,95.724,BP,BP,2.974,B,0.981,TSP,0.241,CR,0.035
TMA-ZAIN-G-173,/MBC,B,95.972,BP,ONF,2.294,CR,0.896,CF,0.557,BP,0.182
TMA-ZAIN-G-174,/MBC,B,63.672,BP,CF,28.588,CR,7.417,TS,0.116,ENP,0.112
TMA-ZAIN-G-175,/MBC,B,75.385,BP,CR,19.886,ONF,1.04,BP,0.872,TSP,0.85
TMA-ZAIN-G-176,/MBC,ONF,93.346,BP,BP,3.685,B,1.428,TSP,1.038,CR,0.219
TMA-ZAIN-G-177,/MBC,ONF,96.382,BP,BP,1.955,TSP,1.017,B,0.289,CR,0.174
TMA-ZAIN-G-178,/MBC,ONF,50.002,BP,CR,43.244,B,2.896,TSP,1.212,BP,1.177
TMA-ZAIN-G-179,/MBC,B,89.401,BP,CR,10.472,CF,0.058,BP,0.025,TS,0.021
TMA-ZAIN-G-180,/MBC,B,55.001,BP,BP,22.346,CR,20.497,ONF,1.356,CF,0.245
TMA-ZAIN-G-181,/MBC,B,73.327,TS,ONF,12.237,TSP,6.379,TSP,2.245,CF,1.597
TMA-ZAIN-G-182,/MBC,BP,37.967,TS,ONF,33.357,BP,9.205,CR,6.947,B,5.51
TMA-ZAIN-G-183,/MBC,ONF,78.8,TS,TSP,8.106,CR,5.056,CC,3.437,CF,2.626
TMA-ZAIN-G-184,/MBC,B,97.935,TS,TSP,0.741,ONF,0.604,CR,0.508,TSP,0.058
TMA-ZAIN-G-185,/MBC,B,63.401,TS,ONF,17.311,TSP,10.882,BP,4.043,BP,1.868
TMA-ZAIN-G-186,/MBC,B,64.165,TS,SF,20.555,CR,11.541,BP,3.327,O,0.195
TMA-ZAIN-G-187,/MBC,B,65.164,TS,SF,26.243,CR,7.482,CF,0.662,BP,0.211
TMA-ZAIN-G-188,/MBC,CR,41.951,TS,ONF,41.348,B,14.469,ENP,0.812,BP,0.591
TMA-ZAIN-G-189,/MBC,SF,39.478,TS,CR,30.511,CF,14.053,CC,5.79,ENP,3.766
TMA-ZAIN-G-190,/MBC,TSP,55.121,TS,BP,23.253,TSP,12.79,B,4.407,ZFLTI,1.892
TMA-ZAIN-G-191,/MBC,B,64.735,TS,CR,33.419,CF,1.23,ENP,0.292,O,0.124
TMA-ZAIN-G-192,/MBC,BP,95.626,TS,B,1.802,BP,1.329,ONF,0.534,TSP,0.235
TMA-ZAIN-G-193,/MBC,TSP,41.591,TS,TSP,25.903,BP,16.434,ONF,8.793,B,3.908
TMA-ZAIN-G-194,/MBC,CC,76.679,CNS,B,12.037,TS,6.028,O,2.672,CF,0.895
TMA-ZAIN-G-195,/MBC,TS,55.439,CNS,CC,30.543,CF,6.044,B,4.963,CR,1.61
TMA-ZAIN-G-196,/MBC,CC,96.362,CNS,O,1.859,CF,0.876,CR,0.857,ENP,0.03
TMA-ZAIN-G-197,/MBC,B,68.85,CNS,CC,16.507,CR,7.106,I,4.186,O,1.811
TMA-ZAIN-G-198,/MBC,B,74.225,CNS,TS,14.404,CR,6.045,CF,1.579,SW,1.019
TMA-ZAIN-G-199,/MBC,B,99.537,CNS,CR,0.235,O,0.098,CC,0.076,I,0.017
TMA-ZAIN-G-200,/MBC,B,50.321,CNS,CR,23.112,SF,20.265,BP,4.823,ENP,0.57
TMA-ZAIN-G-201,/MBC,TS,40.546,LB,B,27.137,SW,25.266,CR,5.215,I,1.595
TMA-ZAIN-G-202,/MBC,ENP,33.132,LB,B,29.416,CR,29.116,CF,6.561,WB,0.886
TMA-ZAIN-G-203,/MBC,BP,47.309,LB,B,25.341,CR,13.49,LB,9.342,ENP,4.308
TMA-ZAIN-G-204,/MBC,CR,57.007,LB,CC,31.489,ONF,8.444,O,1.648,B,0.745
TMA-ZAIN-G-205,/MBC,LB,55.952,LB,CF,20.395,CR,11.185,BP,9.909,ENP,1.041
TMA-ZAIN-G-206,/MBC,CR,93.369,LB,CF,5.259,ENP,0.946,WB,0.367,LB,0.035
TMA-ZAIN-G-207,/MBC,CR,53.193,LB,B,35.768,ENP,9.372,CF,0.973,LB,0.558
TMA-ZAIN-G-208,/MBC,SW,48.992,FDSP,CR,37.136,B,9.216,SF,2.887,ZFW,1.121
TMA-ZAIN-G-209,/MBC,B,99.306,FDSP,CR,0.183,BP,0.18,ONF,0.131,BP,0.116
TMA-ZAIN-G-210,/MBC,ONF,39.492,FDSP,BP,25.22,BP,24.652,TSP,7.646,CR,1.906
TMA-ZAIN-G-211,/MBC,CF,38.935,FDSP,B,30.01,TS,16.1,CR,8.258,ENP,6.388
TMA-ZAIN-G-212,/MBC,ONF,25.077,FDSP,CF,16.718,B,12.963,CR,11.13,TSP,10.758
TMA-ZAIN-G-213,/MBC,BP,80.497,FDSP,B,14.913,LB,2.256,CR,2.014,CF,0.236
TMA-ZAIN-G-214,/MBC,ONF,96.334,NWS_North,TSP,2.417,CF,1.199,BP,0.037,BP,0.004
TMA-ZAIN-G-215,/MBC,ONF,99.609,NWS_North,BP,0.33,BP,0.043,TSP,0.017,CR,0
TMA-ZAIN-G-216,/MBC,BP,74.363,NWS_North,ONF,23.429,BP,0.98,B,0.852,TSP,0.341
TMA-ZAIN-G-217,/MBC,B,70.44,NWS_North,BP,19.623,ONF,5.334,TSP,1.65,CR,1.447
TMA-ZAIN-G-218,/MBC,ONF,99.606,NWS_North,BP,0.268,TSP,0.092,BP,0.032,ONF,0.001
TMA-ZAIN-G-219,/MBC,SF,99.055,ENP,CR,0.34,B,0.233,TS,0.214,ENP,0.098
TMA-ZAIN-G-220,/MBC,CR,64.774,ENP,SW,27.082,ENP,6.293,SF,0.676,B,0.494
TMA-ZAIN-G-221,/MBC,CF,47.451,ENP,TS,38.749,SF,5.649,B,3.468,ENP,2.614
TMA-ZAIN-G-222,/MBC,B,38.204,ENP,ZFK,36.767,CF,10.475,TS,4.656,BP,4.268
TMA-ZAIN-G-223,/MBC,CF,99.867,ENP,ENP,0.063,TS,0.058,LB,0.005,B,0.004
TMA-ZAIN-G-224,/MBC,CF,91.821,ENP,TS,4.187,SF,3.353,B,0.324,ENP,0.244
TMA-ZAIN-G-225,/MBC,CR,59.872,ENP,CF,17.272,ENP,13.742,SW,8.917,TS,0.058
TMA-ZAIN-G-226,/MBC,TS,55.506,ENP,CF,32.411,B,7.787,SF,1.697,CR,1.506
TMA-ZAIN-G-227,/MBC,B,41.814,ENP,TS,30.848,CF,26.659,ENP,0.58,CR,0.071
TMA-ZAIN-G-228,/MBC,B,49.363,ENP,TS,45.611,CR,2.92,CF,1.798,I,0.171
TMA-ZAIN-G-229,/MBC,CF,79.519,ENP,TS,6.816,B,6.147,SF,3.596,CR,3.465
TMA-ZAIN-G-230,/MBC,CF,96.655,ENP,SF,2.487,ENP,0.616,CR,0.109,TS,0.107
TMA-ZAIN-G-231,/MBC,CF,99.946,ENP,TS,0.027,ENP,0.021,CR,0.004,WB,0.002
TMA-ZAIN-G-232,/MBC,SW,72.052,ENP,CR,20.23,I,4.501,B,2.863,TS,0.148
TMA-ZAIN-G-233,/MBC,B,63.934,ENP,CF,33.94,ENP,0.604,ZFW,0.521,ONF,0.325
TMA-ZAIN-G-234,/MBC,CR,84.989,ENP,WB,9.819,ENP,2.335,CF,1.952,B,0.443
TMA-ZAIN-G-235,/MBC,CR,78.314,ENP,SW,12.51,ZFW,3.596,B,2.573,SF,2.38
TMA-ZAIN-G-236,/MBC,B,97.614,ENP,SW,1.553,CR,0.524,TS,0.146,CC,0.079
